"symbol","total","updated_at","dataset_id","admission_year","voted_no","voted_yes","id","created_date","updated_date","created_by_id","created_by","is_sample"
"Π","93","2026-08-01T16:22:06.196Z","6a6d45b9c01f3b3d4dd2effa","(Άγνωστο)","61","32","6a6e1d470b0aadd458e62fab","2026-08-01T16:22:31.393000","2026-08-01T16:22:31.393000","service_e26771ba-23cc-4ede-86d3-c06393e82682","service+e26771ba-23cc-4ede-86d3-c06393e82682@no-reply.base44.com","false"
"Σ","37","2026-08-01T16:22:06.196Z","6a6d45b9c01f3b3d4dd2effa","2025","5","32","6a6e1d4713f691db4aec39b6","2026-08-01T16:22:31.134000","2026-08-01T16:22:31.134000","service_e26771ba-23cc-4ede-86d3-c06393e82682","service+e26771ba-23cc-4ede-86d3-c06393e82682@no-reply.base44.com","false"
"'-","9","2026-08-01T16:22:06.196Z","6a6d45b9c01f3b3d4dd2effa","2023","8","1","6a6e1d46ee16cc333582ed4b","2026-08-01T16:22:30.878000","2026-08-01T16:22:30.878000","service_e26771ba-23cc-4ede-86d3-c06393e82682","service+e26771ba-23cc-4ede-86d3-c06393e82682@no-reply.base44.com","false"
"Π","44","2026-08-01T16:22:06.196Z","6a6d45b9c01f3b3d4dd2effa","2025","19","25","6a6e1d46efe8f898e45264d1","2026-08-01T16:22:30.677000","2026-08-01T16:22:30.677000","service_e26771ba-23cc-4ede-86d3-c06393e82682","service+e26771ba-23cc-4ede-86d3-c06393e82682@no-reply.base44.com","false"
"Π","11","2026-08-01T16:22:06.196Z","6a6d45b9c01f3b3d4dd2effa","202009","9","2","6a6e1d46dd23bf37dff2b417","2026-08-01T16:22:30.481000","2026-08-01T16:22:30.481000","service_e26771ba-23cc-4ede-86d3-c06393e82682","service+e26771ba-23cc-4ede-86d3-c06393e82682@no-reply.base44.com","false"
"Σ","40","2026-08-01T16:22:06.196Z","6a6d45b9c01f3b3d4dd2effa","2023","9","31","6a6e1d46fa217055e53cf7b9","2026-08-01T16:22:30.284000","2026-08-01T16:22:30.284000","service_e26771ba-23cc-4ede-86d3-c06393e82682","service+e26771ba-23cc-4ede-86d3-c06393e82682@no-reply.base44.com","false"
"Π","25","2026-08-01T16:22:06.196Z","6a6d45b9c01f3b3d4dd2effa","202409","18","7","6a6e1d468b863afd203fc0f9","2026-08-01T16:22:30.088000","2026-08-01T16:22:30.088000","service_e26771ba-23cc-4ede-86d3-c06393e82682","service+e26771ba-23cc-4ede-86d3-c06393e82682@no-reply.base44.com","false"
"'-","5","2026-08-01T16:22:06.196Z","6a6d45b9c01f3b3d4dd2effa","202309","5","0","6a6e1d455e8542ec891e599c","2026-08-01T16:22:29.816000","2026-08-01T16:22:29.816000","service_e26771ba-23cc-4ede-86d3-c06393e82682","service+e26771ba-23cc-4ede-86d3-c06393e82682@no-reply.base44.com","false"
"Σ","10","2026-08-01T16:22:06.196Z","6a6d45b9c01f3b3d4dd2effa","202309","1","9","6a6e1d457a4385e966e15541","2026-08-01T16:22:29.600000","2026-08-01T16:22:29.600000","service_e26771ba-23cc-4ede-86d3-c06393e82682","service+e26771ba-23cc-4ede-86d3-c06393e82682@no-reply.base44.com","false"
"Π","46","2026-08-01T16:22:06.196Z","6a6d45b9c01f3b3d4dd2effa","2023","23","23","6a6e1d456a10ad29394ef275","2026-08-01T16:22:29.358000","2026-08-01T16:22:29.358000","service_e26771ba-23cc-4ede-86d3-c06393e82682","service+e26771ba-23cc-4ede-86d3-c06393e82682@no-reply.base44.com","false"
"Σ","69","2026-08-01T16:22:06.196Z","6a6d45b9c01f3b3d4dd2effa","2022","18","51","6a6e1d45fffac5e2c4dabcc3","2026-08-01T16:22:29.086000","2026-08-01T16:22:29.086000","service_e26771ba-23cc-4ede-86d3-c06393e82682","service+e26771ba-23cc-4ede-86d3-c06393e82682@no-reply.base44.com","false"
"Χ","4","2026-08-01T16:22:06.196Z","6a6d45b9c01f3b3d4dd2effa","2020","3","1","6a6e1d440f48826e02366215","2026-08-01T16:22:28.764000","2026-08-01T16:22:28.764000","service_e26771ba-23cc-4ede-86d3-c06393e82682","service+e26771ba-23cc-4ede-86d3-c06393e82682@no-reply.base44.com","false"
"Σ","20","2026-08-01T16:22:06.196Z","6a6d45b9c01f3b3d4dd2effa","2020","6","14","6a6e1d447cb473ca8d6913aa","2026-08-01T16:22:28.527000","2026-08-01T16:22:28.527000","service_e26771ba-23cc-4ede-86d3-c06393e82682","service+e26771ba-23cc-4ede-86d3-c06393e82682@no-reply.base44.com","false"
"Χ","16","2026-08-01T16:22:06.196Z","6a6d45b9c01f3b3d4dd2effa","202209","7","9","6a6e1d44f5d59f61c1ad1495","2026-08-01T16:22:28.318000","2026-08-01T16:22:28.318000","service_e26771ba-23cc-4ede-86d3-c06393e82682","service+e26771ba-23cc-4ede-86d3-c06393e82682@no-reply.base44.com","false"
"Χ","14","2026-08-01T16:22:06.196Z","6a6d45b9c01f3b3d4dd2effa","202309","2","12","6a6e1d44ad3f6483bfffc907","2026-08-01T16:22:28.117000","2026-08-01T16:22:28.117000","service_e26771ba-23cc-4ede-86d3-c06393e82682","service+e26771ba-23cc-4ede-86d3-c06393e82682@no-reply.base44.com","false"
"(Κενό)","191","2026-08-01T16:22:06.196Z","6a6d45b9c01f3b3d4dd2effa","(Άγνωστο)","89","102","6a6e1d4330a836c470bc6d16","2026-08-01T16:22:27.904000","2026-08-01T16:22:27.904000","service_e26771ba-23cc-4ede-86d3-c06393e82682","service+e26771ba-23cc-4ede-86d3-c06393e82682@no-reply.base44.com","false"
"'-","16","2026-08-01T16:22:06.196Z","6a6d45b9c01f3b3d4dd2effa","(Άγνωστο)","16","0","6a6e1d4315e1558ec2d571ed","2026-08-01T16:22:27.699000","2026-08-01T16:22:27.699000","service_e26771ba-23cc-4ede-86d3-c06393e82682","service+e26771ba-23cc-4ede-86d3-c06393e82682@no-reply.base44.com","false"
"Σ","172","2026-08-01T16:22:06.196Z","6a6d45b9c01f3b3d4dd2effa","(Άγνωστο)","44","128","6a6e1d4315e1558ec2d571ec","2026-08-01T16:22:27.500000","2026-08-01T16:22:27.500000","service_e26771ba-23cc-4ede-86d3-c06393e82682","service+e26771ba-23cc-4ede-86d3-c06393e82682@no-reply.base44.com","false"
"Σ","16","2026-08-01T16:22:06.196Z","6a6d45b9c01f3b3d4dd2effa","202409","2","14","6a6e1d43626091173abf2758","2026-08-01T16:22:27.291000","2026-08-01T16:22:27.291000","service_e26771ba-23cc-4ede-86d3-c06393e82682","service+e26771ba-23cc-4ede-86d3-c06393e82682@no-reply.base44.com","false"
"Σ","19","2026-08-01T16:22:06.196Z","6a6d45b9c01f3b3d4dd2effa","202509","8","11","6a6e1d43e98c04f8a260f3e6","2026-08-01T16:22:27.069000","2026-08-01T16:22:27.069000","service_e26771ba-23cc-4ede-86d3-c06393e82682","service+e26771ba-23cc-4ede-86d3-c06393e82682@no-reply.base44.com","false"
"Σ","14","2026-08-01T16:22:06.196Z","6a6d45b9c01f3b3d4dd2effa","202109","5","9","6a6e1d4271503fa01ad6b409","2026-08-01T16:22:26.865000","2026-08-01T16:22:26.865000","service_e26771ba-23cc-4ede-86d3-c06393e82682","service+e26771ba-23cc-4ede-86d3-c06393e82682@no-reply.base44.com","false"
"'-","14","2026-08-01T16:22:06.196Z","6a6d45b9c01f3b3d4dd2effa","202109","14","0","6a6e1d421e6cf790958cee4f","2026-08-01T16:22:26.642000","2026-08-01T16:22:26.642000","service_e26771ba-23cc-4ede-86d3-c06393e82682","service+e26771ba-23cc-4ede-86d3-c06393e82682@no-reply.base44.com","false"
"Π","49","2026-08-01T16:22:06.196Z","6a6d45b9c01f3b3d4dd2effa","202509","37","12","6a6e1d42f53516b8981c2599","2026-08-01T16:22:26.433000","2026-08-01T16:22:26.433000","service_e26771ba-23cc-4ede-86d3-c06393e82682","service+e26771ba-23cc-4ede-86d3-c06393e82682@no-reply.base44.com","false"
"(Κενό)","18","2026-08-01T16:22:06.196Z","6a6d45b9c01f3b3d4dd2effa","202309","17","1","6a6e1d42e963fbb1da603623","2026-08-01T16:22:26.223000","2026-08-01T16:22:26.223000","service_e26771ba-23cc-4ede-86d3-c06393e82682","service+e26771ba-23cc-4ede-86d3-c06393e82682@no-reply.base44.com","false"
"Χ","13","2026-08-01T16:22:06.196Z","6a6d45b9c01f3b3d4dd2effa","202409","8","5","6a6e1d426a6ae3dc51e5b212","2026-08-01T16:22:26.009000","2026-08-01T16:22:26.009000","service_e26771ba-23cc-4ede-86d3-c06393e82682","service+e26771ba-23cc-4ede-86d3-c06393e82682@no-reply.base44.com","false"
"Π","18","2026-08-01T16:22:06.196Z","6a6d45b9c01f3b3d4dd2effa","202209","11","7","6a6e1d41ede52c330ba31cbc","2026-08-01T16:22:25.761000","2026-08-01T16:22:25.761000","service_e26771ba-23cc-4ede-86d3-c06393e82682","service+e26771ba-23cc-4ede-86d3-c06393e82682@no-reply.base44.com","false"
"(Κενό)","1","2026-07-31T22:08:01.982Z","6a6d07bccfd16055e17fd2a3","201701","1","0","6a6d1cf6727e36d152307b8f","2026-07-31T22:08:54.424000","2026-07-31T22:08:54.424000","service_e26771ba-23cc-4ede-86d3-c06393e82682","service+e26771ba-23cc-4ede-86d3-c06393e82682@no-reply.base44.com","false"
"(Κενό)","3","2026-07-31T22:08:01.982Z","6a6d07bccfd16055e17fd2a3","2015","3","0","6a6d1cf6d9301c1e06044ee5","2026-07-31T22:08:54.203000","2026-07-31T22:08:54.203000","service_e26771ba-23cc-4ede-86d3-c06393e82682","service+e26771ba-23cc-4ede-86d3-c06393e82682@no-reply.base44.com","false"
"(Κενό)","1","2026-07-31T22:08:01.982Z","6a6d07bccfd16055e17fd2a3","101","1","0","6a6d1cf5b7de417bc43440de","2026-07-31T22:08:53.971000","2026-07-31T22:08:53.971000","service_e26771ba-23cc-4ede-86d3-c06393e82682","service+e26771ba-23cc-4ede-86d3-c06393e82682@no-reply.base44.com","false"
"Χ","1","2026-07-31T22:08:01.982Z","6a6d07bccfd16055e17fd2a3","2021","1","0","6a6d1cf5435a032520758100","2026-07-31T22:08:53.766000","2026-07-31T22:08:53.766000","service_e26771ba-23cc-4ede-86d3-c06393e82682","service+e26771ba-23cc-4ede-86d3-c06393e82682@no-reply.base44.com","false"
"(Κενό)","2","2026-07-31T22:08:01.982Z","6a6d07bccfd16055e17fd2a3","2017","2","0","6a6d1cf55c73b44dd93ffad0","2026-07-31T22:08:53.573000","2026-07-31T22:08:53.573000","service_e26771ba-23cc-4ede-86d3-c06393e82682","service+e26771ba-23cc-4ede-86d3-c06393e82682@no-reply.base44.com","false"
"(Κενό)","4","2026-07-31T22:08:01.982Z","6a6d07bccfd16055e17fd2a3","2026","4","0","6a6d1cf5e1f902d3b221716b","2026-07-31T22:08:53.345000","2026-07-31T22:08:53.345000","service_e26771ba-23cc-4ede-86d3-c06393e82682","service+e26771ba-23cc-4ede-86d3-c06393e82682@no-reply.base44.com","false"
"(Κενό)","1","2026-07-31T22:08:01.982Z","6a6d07bccfd16055e17fd2a3","ΗΜΥ","1","0","6a6d1cf5a20f69006e2a8059","2026-07-31T22:08:53.134000","2026-07-31T22:08:53.134000","service_e26771ba-23cc-4ede-86d3-c06393e82682","service+e26771ba-23cc-4ede-86d3-c06393e82682@no-reply.base44.com","false"
"(Κενό)","4","2026-07-31T22:08:01.982Z","6a6d07bccfd16055e17fd2a3","2016","4","0","6a6d1cf4ba013d925d1fc7f9","2026-07-31T22:08:52.893000","2026-07-31T22:08:52.893000","service_e26771ba-23cc-4ede-86d3-c06393e82682","service+e26771ba-23cc-4ede-86d3-c06393e82682@no-reply.base44.com","false"
"Σ","1","2026-07-31T22:08:01.982Z","6a6d07bccfd16055e17fd2a3","2026","1","0","6a6d1cf4a161192ea2df847b","2026-07-31T22:08:52.697000","2026-07-31T22:08:52.697000","service_e26771ba-23cc-4ede-86d3-c06393e82682","service+e26771ba-23cc-4ede-86d3-c06393e82682@no-reply.base44.com","false"
"Π","1","2026-07-31T22:08:01.982Z","6a6d07bccfd16055e17fd2a3","2015","1","0","6a6d1cf446c706b5a45cbb6b","2026-07-31T22:08:52.450000","2026-07-31T22:08:52.450000","service_e26771ba-23cc-4ede-86d3-c06393e82682","service+e26771ba-23cc-4ede-86d3-c06393e82682@no-reply.base44.com","false"
"Ε","1","2026-07-31T22:08:01.982Z","6a6d07bccfd16055e17fd2a3","2025","1","0","6a6d1cf45070998fe6b63546","2026-07-31T22:08:52.246000","2026-07-31T22:08:52.246000","service_e26771ba-23cc-4ede-86d3-c06393e82682","service+e26771ba-23cc-4ede-86d3-c06393e82682@no-reply.base44.com","false"
"Ε","12","2026-07-31T22:08:01.982Z","6a6d07bccfd16055e17fd2a3","(Άγνωστο)","12","0","6a6d1cf43171f1e9f85e1aed","2026-07-31T22:08:52.028000","2026-07-31T22:08:52.028000","service_e26771ba-23cc-4ede-86d3-c06393e82682","service+e26771ba-23cc-4ede-86d3-c06393e82682@no-reply.base44.com","false"
"'-","1","2026-07-31T22:08:01.982Z","6a6d07bccfd16055e17fd2a3","201909","1","0","6a6d1cf3084b9872c40c4fa6","2026-07-31T22:08:51.825000","2026-07-31T22:08:51.825000","service_e26771ba-23cc-4ede-86d3-c06393e82682","service+e26771ba-23cc-4ede-86d3-c06393e82682@no-reply.base44.com","false"
"Χ","4","2026-07-31T22:08:01.982Z","6a6d07bccfd16055e17fd2a3","2020","4","0","6a6d1cf36370048f8e22404f","2026-07-31T22:08:51.611000","2026-07-31T22:08:51.611000","service_e26771ba-23cc-4ede-86d3-c06393e82682","service+e26771ba-23cc-4ede-86d3-c06393e82682@no-reply.base44.com","false"
"Χ","1","2026-07-31T22:08:01.982Z","6a6d07bccfd16055e17fd2a3","2015","1","0","6a6d1cf31376cbb617e683bd","2026-07-31T22:08:51.396000","2026-07-31T22:08:51.396000","service_e26771ba-23cc-4ede-86d3-c06393e82682","service+e26771ba-23cc-4ede-86d3-c06393e82682@no-reply.base44.com","false"
"Χ","2","2026-07-31T22:08:01.982Z","6a6d07bccfd16055e17fd2a3","2018","2","0","6a6d1cf303247fce56bc635e","2026-07-31T22:08:51.171000","2026-07-31T22:08:51.171000","service_e26771ba-23cc-4ede-86d3-c06393e82682","service+e26771ba-23cc-4ede-86d3-c06393e82682@no-reply.base44.com","false"
"'-","2","2026-07-31T22:08:01.982Z","6a6d07bccfd16055e17fd2a3","2017","2","0","6a6d1cf2e07b60631626b939","2026-07-31T22:08:50.966000","2026-07-31T22:08:50.966000","service_e26771ba-23cc-4ede-86d3-c06393e82682","service+e26771ba-23cc-4ede-86d3-c06393e82682@no-reply.base44.com","false"
"'-","5","2026-07-31T22:08:01.982Z","6a6d07bccfd16055e17fd2a3","202309","5","0","6a6d1cf2ffa15df871abd46d","2026-07-31T22:08:50.770000","2026-07-31T22:08:50.770000","service_e26771ba-23cc-4ede-86d3-c06393e82682","service+e26771ba-23cc-4ede-86d3-c06393e82682@no-reply.base44.com","false"
"Χ","4","2026-07-31T22:08:01.982Z","6a6d07bccfd16055e17fd2a3","202109","4","0","6a6d1cf25070998fe6b63545","2026-07-31T22:08:50.564000","2026-07-31T22:08:50.564000","service_e26771ba-23cc-4ede-86d3-c06393e82682","service+e26771ba-23cc-4ede-86d3-c06393e82682@no-reply.base44.com","false"
"Σ","2","2026-07-31T22:08:01.982Z","6a6d07bccfd16055e17fd2a3","201909","2","0","6a6d1cf20072c7ad3eee2251","2026-07-31T22:08:50.358000","2026-07-31T22:08:50.358000","service_e26771ba-23cc-4ede-86d3-c06393e82682","service+e26771ba-23cc-4ede-86d3-c06393e82682@no-reply.base44.com","false"
"Χ","10","2026-07-31T22:08:01.982Z","6a6d07bccfd16055e17fd2a3","2023","10","0","6a6d1cf22421587dd4c71b71","2026-07-31T22:08:50.125000","2026-07-31T22:08:50.125000","service_e26771ba-23cc-4ede-86d3-c06393e82682","service+e26771ba-23cc-4ede-86d3-c06393e82682@no-reply.base44.com","false"
"Σ","7","2026-07-31T22:08:01.982Z","6a6d07bccfd16055e17fd2a3","2017","7","0","6a6d1cf1ba013d925d1fc7f5","2026-07-31T22:08:49.915000","2026-07-31T22:08:49.915000","service_e26771ba-23cc-4ede-86d3-c06393e82682","service+e26771ba-23cc-4ede-86d3-c06393e82682@no-reply.base44.com","false"
"'-","1","2026-07-31T22:08:01.982Z","6a6d07bccfd16055e17fd2a3","2015","1","0","6a6d1cf1cdbc2b139f368e58","2026-07-31T22:08:49.670000","2026-07-31T22:08:49.670000","service_e26771ba-23cc-4ede-86d3-c06393e82682","service+e26771ba-23cc-4ede-86d3-c06393e82682@no-reply.base44.com","false"
"Χ","3","2026-07-31T22:08:01.982Z","6a6d07bccfd16055e17fd2a3","2025","3","0","6a6d1cf1cda1e84b92d6a0eb","2026-07-31T22:08:49.455000","2026-07-31T22:08:49.455000","service_e26771ba-23cc-4ede-86d3-c06393e82682","service+e26771ba-23cc-4ede-86d3-c06393e82682@no-reply.base44.com","false"
"(Κενό)","105","2026-07-31T22:08:01.982Z","6a6d07bccfd16055e17fd2a3","2021","105","0","6a6d1cf110b5a34972c369a3","2026-07-31T22:08:49.247000","2026-07-31T22:08:49.247000","service_e26771ba-23cc-4ede-86d3-c06393e82682","service+e26771ba-23cc-4ede-86d3-c06393e82682@no-reply.base44.com","false"
"(Κενό)","24","2026-07-31T22:08:01.982Z","6a6d07bccfd16055e17fd2a3","2019","24","0","6a6d1cf19804c4160aefd6e2","2026-07-31T22:08:49.047000","2026-07-31T22:08:49.047000","service_e26771ba-23cc-4ede-86d3-c06393e82682","service+e26771ba-23cc-4ede-86d3-c06393e82682@no-reply.base44.com","false"
"(Κενό)","118","2026-07-31T22:08:01.982Z","6a6d07bccfd16055e17fd2a3","2022","118","0","6a6d1cf0982bb804316d0833","2026-07-31T22:08:48.839000","2026-07-31T22:08:48.839000","service_e26771ba-23cc-4ede-86d3-c06393e82682","service+e26771ba-23cc-4ede-86d3-c06393e82682@no-reply.base44.com","false"
"Χ","3","2026-07-31T22:08:01.982Z","6a6d07bccfd16055e17fd2a3","202509","3","0","6a6d1cf00db9913a8110ab68","2026-07-31T22:08:48.647000","2026-07-31T22:08:48.647000","service_e26771ba-23cc-4ede-86d3-c06393e82682","service+e26771ba-23cc-4ede-86d3-c06393e82682@no-reply.base44.com","false"
"(Κενό)","145","2026-07-31T22:08:01.982Z","6a6d07bccfd16055e17fd2a3","2025","145","0","6a6d1cf0c5117baafe7c864c","2026-07-31T22:08:48.421000","2026-07-31T22:08:48.421000","service_e26771ba-23cc-4ede-86d3-c06393e82682","service+e26771ba-23cc-4ede-86d3-c06393e82682@no-reply.base44.com","false"
"Π","6","2026-07-31T22:08:01.982Z","6a6d07bccfd16055e17fd2a3","2019","6","0","6a6d1cf012a6643da7b57abf","2026-07-31T22:08:48.174000","2026-07-31T22:08:48.174000","service_e26771ba-23cc-4ede-86d3-c06393e82682","service+e26771ba-23cc-4ede-86d3-c06393e82682@no-reply.base44.com","false"
"Χ","13","2026-07-31T22:08:01.982Z","6a6d07bccfd16055e17fd2a3","202409","13","0","6a6d1cef16d662381440d66e","2026-07-31T22:08:47.917000","2026-07-31T22:08:47.917000","service_e26771ba-23cc-4ede-86d3-c06393e82682","service+e26771ba-23cc-4ede-86d3-c06393e82682@no-reply.base44.com","false"
"Π","2","2026-07-31T22:08:01.982Z","6a6d07bccfd16055e17fd2a3","2018","2","0","6a6d1cefe636fd16465d775c","2026-07-31T22:08:47.728000","2026-07-31T22:08:47.728000","service_e26771ba-23cc-4ede-86d3-c06393e82682","service+e26771ba-23cc-4ede-86d3-c06393e82682@no-reply.base44.com","false"
"Σ","2","2026-07-31T22:08:01.982Z","6a6d07bccfd16055e17fd2a3","202009","2","0","6a6d1cefd450a8d6de22f636","2026-07-31T22:08:47.538000","2026-07-31T22:08:47.538000","service_e26771ba-23cc-4ede-86d3-c06393e82682","service+e26771ba-23cc-4ede-86d3-c06393e82682@no-reply.base44.com","false"
"Χ","3","2026-07-31T22:08:01.982Z","6a6d07bccfd16055e17fd2a3","202009","3","0","6a6d1cefd6830053943b786f","2026-07-31T22:08:47.349000","2026-07-31T22:08:47.349000","service_e26771ba-23cc-4ede-86d3-c06393e82682","service+e26771ba-23cc-4ede-86d3-c06393e82682@no-reply.base44.com","false"
"(Κενό)","136","2026-07-31T22:08:01.982Z","6a6d07bccfd16055e17fd2a3","2024","136","0","6a6d1ceffb7617a6a07f55e2","2026-07-31T22:08:47.132000","2026-07-31T22:08:47.132000","service_e26771ba-23cc-4ede-86d3-c06393e82682","service+e26771ba-23cc-4ede-86d3-c06393e82682@no-reply.base44.com","false"
"(Κενό)","52","2026-07-31T22:08:01.982Z","6a6d07bccfd16055e17fd2a3","2020","52","0","6a6d1cee29d339764495c00d","2026-07-31T22:08:46.929000","2026-07-31T22:08:46.929000","service_e26771ba-23cc-4ede-86d3-c06393e82682","service+e26771ba-23cc-4ede-86d3-c06393e82682@no-reply.base44.com","false"
"(Κενό)","191","2026-07-31T22:08:01.982Z","6a6d07bccfd16055e17fd2a3","(Άγνωστο)","191","0","6a6d1ceea22645519816ae21","2026-07-31T22:08:46.715000","2026-07-31T22:08:46.715000","service_e26771ba-23cc-4ede-86d3-c06393e82682","service+e26771ba-23cc-4ede-86d3-c06393e82682@no-reply.base44.com","false"
"'-","9","2026-07-31T22:08:01.982Z","6a6d07bccfd16055e17fd2a3","2024","9","0","6a6d1cee38088c6ee0726206","2026-07-31T22:08:46.511000","2026-07-31T22:08:46.511000","service_e26771ba-23cc-4ede-86d3-c06393e82682","service+e26771ba-23cc-4ede-86d3-c06393e82682@no-reply.base44.com","false"
"Σ","10","2026-07-31T22:08:01.982Z","6a6d07bccfd16055e17fd2a3","2018","10","0","6a6d1cee44403ba608847e34","2026-07-31T22:08:46.272000","2026-07-31T22:08:46.272000","service_e26771ba-23cc-4ede-86d3-c06393e82682","service+e26771ba-23cc-4ede-86d3-c06393e82682@no-reply.base44.com","false"
"Π","4","2026-07-31T22:08:01.982Z","6a6d07bccfd16055e17fd2a3","2017","4","0","6a6d1ceecfd16055e17ffdb8","2026-07-31T22:08:46.063000","2026-07-31T22:08:46.063000","service_e26771ba-23cc-4ede-86d3-c06393e82682","service+e26771ba-23cc-4ede-86d3-c06393e82682@no-reply.base44.com","false"
"Σ","11","2026-07-31T22:08:01.982Z","6a6d07bccfd16055e17fd2a3","2019","11","0","6a6d1ced9a50087d00beefee","2026-07-31T22:08:45.850000","2026-07-31T22:08:45.850000","service_e26771ba-23cc-4ede-86d3-c06393e82682","service+e26771ba-23cc-4ede-86d3-c06393e82682@no-reply.base44.com","false"
"Σ","6","2026-07-31T22:08:01.982Z","6a6d07bccfd16055e17fd2a3","2016","6","0","6a6d1ced34ec3f4df935f53c","2026-07-31T22:08:45.658000","2026-07-31T22:08:45.658000","service_e26771ba-23cc-4ede-86d3-c06393e82682","service+e26771ba-23cc-4ede-86d3-c06393e82682@no-reply.base44.com","false"
"'-","9","2026-07-31T22:08:01.982Z","6a6d07bccfd16055e17fd2a3","2023","9","0","6a6d1ced7fd4f95133d0ca9d","2026-07-31T22:08:45.456000","2026-07-31T22:08:45.456000","service_e26771ba-23cc-4ede-86d3-c06393e82682","service+e26771ba-23cc-4ede-86d3-c06393e82682@no-reply.base44.com","false"
"'-","16","2026-07-31T22:08:01.982Z","6a6d07bccfd16055e17fd2a3","(Άγνωστο)","16","0","6a6d1ceda161192ea2df8472","2026-07-31T22:08:45.179000","2026-07-31T22:08:45.179000","service_e26771ba-23cc-4ede-86d3-c06393e82682","service+e26771ba-23cc-4ede-86d3-c06393e82682@no-reply.base44.com","false"
"Δ","2","2026-07-31T22:08:01.982Z","6a6d07bccfd16055e17fd2a3","2022","2","0","6a6d1cec0750e0995ad92145","2026-07-31T22:08:44.962000","2026-07-31T22:08:44.962000","service_e26771ba-23cc-4ede-86d3-c06393e82682","service+e26771ba-23cc-4ede-86d3-c06393e82682@no-reply.base44.com","false"
"Ο","1","2026-07-31T22:08:01.982Z","6a6d07bccfd16055e17fd2a3","2025","1","0","6a6d1cec21c3c0cdf830475f","2026-07-31T22:08:44.740000","2026-07-31T22:08:44.740000","service_e26771ba-23cc-4ede-86d3-c06393e82682","service+e26771ba-23cc-4ede-86d3-c06393e82682@no-reply.base44.com","false"
"Ο","2","2026-07-31T22:08:01.982Z","6a6d07bccfd16055e17fd2a3","2023","2","0","6a6d1ceceb6622fe4271ac61","2026-07-31T22:08:44.511000","2026-07-31T22:08:44.511000","service_e26771ba-23cc-4ede-86d3-c06393e82682","service+e26771ba-23cc-4ede-86d3-c06393e82682@no-reply.base44.com","false"
"(Κενό)","7","2026-07-31T22:08:01.982Z","6a6d07bccfd16055e17fd2a3","2018","7","0","6a6d1cec15b8b773c3939f05","2026-07-31T22:08:44.187000","2026-07-31T22:08:44.187000","service_e26771ba-23cc-4ede-86d3-c06393e82682","service+e26771ba-23cc-4ede-86d3-c06393e82682@no-reply.base44.com","false"
"'-","17","2026-07-31T22:08:01.982Z","6a6d07bccfd16055e17fd2a3","2022","17","0","6a6d1ceb57163f823034b038","2026-07-31T22:08:43.978000","2026-07-31T22:08:43.978000","service_e26771ba-23cc-4ede-86d3-c06393e82682","service+e26771ba-23cc-4ede-86d3-c06393e82682@no-reply.base44.com","false"
"'-","4","2026-07-31T22:08:01.982Z","6a6d07bccfd16055e17fd2a3","2018","4","0","6a6d1ceba58a591c3aacf0bd","2026-07-31T22:08:43.785000","2026-07-31T22:08:43.785000","service_e26771ba-23cc-4ede-86d3-c06393e82682","service+e26771ba-23cc-4ede-86d3-c06393e82682@no-reply.base44.com","false"
"Π","1","2026-07-31T22:08:01.982Z","6a6d07bccfd16055e17fd2a3","ΙΣΑ","1","0","6a6d1ceb2f3bfe923f063d26","2026-07-31T22:08:43.576000","2026-07-31T22:08:43.576000","service_e26771ba-23cc-4ede-86d3-c06393e82682","service+e26771ba-23cc-4ede-86d3-c06393e82682@no-reply.base44.com","false"
"(Κενό)","26","2026-07-31T22:08:01.982Z","6a6d07bccfd16055e17fd2a3","202509","26","0","6a6d1ceb673dedbabcab619c","2026-07-31T22:08:43.338000","2026-07-31T22:08:43.338000","service_e26771ba-23cc-4ede-86d3-c06393e82682","service+e26771ba-23cc-4ede-86d3-c06393e82682@no-reply.base44.com","false"
"(Κενό)","18","2026-07-31T22:08:01.982Z","6a6d07bccfd16055e17fd2a3","202309","18","0","6a6d1ceb5af694f60980ca97","2026-07-31T22:08:43.137000","2026-07-31T22:08:43.137000","service_e26771ba-23cc-4ede-86d3-c06393e82682","service+e26771ba-23cc-4ede-86d3-c06393e82682@no-reply.base44.com","false"
"Σ","1","2026-07-31T22:08:01.982Z","6a6d07bccfd16055e17fd2a3","201609","1","0","6a6d1cea363a9daf65b1f9df","2026-07-31T22:08:42.930000","2026-07-31T22:08:42.930000","service_e26771ba-23cc-4ede-86d3-c06393e82682","service+e26771ba-23cc-4ede-86d3-c06393e82682@no-reply.base44.com","false"
"(Κενό)","147","2026-07-31T22:08:01.982Z","6a6d07bccfd16055e17fd2a3","2023","147","0","6a6d1ceab31a44eb6c6c1b23","2026-07-31T22:08:42.720000","2026-07-31T22:08:42.720000","service_e26771ba-23cc-4ede-86d3-c06393e82682","service+e26771ba-23cc-4ede-86d3-c06393e82682@no-reply.base44.com","false"
"Σ","69","2026-07-31T22:08:01.982Z","6a6d07bccfd16055e17fd2a3","2022","69","0","6a6d1cea09094585de6f59a9","2026-07-31T22:08:42.501000","2026-07-31T22:08:42.501000","service_e26771ba-23cc-4ede-86d3-c06393e82682","service+e26771ba-23cc-4ede-86d3-c06393e82682@no-reply.base44.com","false"
